session_id,user_id,variant,timestamp,event_type,country,device,age_group,conversion
1002411,4269,variant_a,2023-01-21 09:00:00,page_view,Germany,mobile,35-44,True
1002411,4269,variant_a,2023-01-21 09:00:08,purchase_completed,Germany,mobile,35-44,True
1002411,4269,variant_a,2023-01-21 09:00:10,download_brochure,Germany,mobile,35-44,True
1002411,4269,variant_a,2023-01-21 09:00:13,purchase_started,Germany,mobile,35-44,True
1002419,704,variant_a,2023-01-10 09:00:00,page_view,Germany,desktop,55+,True
1002419,704,variant_a,2023-01-10 09:00:08,purchase_completed,Germany,desktop,55+,True
1002419,704,variant_a,2023-01-10 09:00:13,purchase_started,Germany,desktop,55+,True
1002435,3967,variant_a,2023-01-24 13:00:00,page_view,Iceland,desktop,25-34,True
1002435,3967,variant_a,2023-01-24 13:00:19,purchase_completed,Iceland,desktop,25-34,True
1002435,3967,variant_a,2023-01-24 13:00:44,purchase_started,Iceland,desktop,25-34,True
1002695,106,variant_b,2023-01-27 02:00:00,page_view,France,mobile,25-34,True
1002695,106,variant_b,2023-01-27 02:00:28,purchase_completed,France,mobile,25-34,True
1002695,106,variant_b,2023-01-27 02:00:49,purchase_started,France,mobile,25-34,True
1002704,4486,variant_a,2023-01-09 17:00:00,page_view,Germany,desktop,35-44,True
1002704,4486,variant_a,2023-01-09 17:00:08,purchase_completed,Germany,desktop,35-44,True
1002704,4486,variant_a,2023-01-09 17:00:20,purchase_started,Germany,desktop,35-44,True
1002747,2971,variant_a,2023-01-06 18:00:00,page_view,UK,desktop,25-34,True
1002747,2971,variant_a,2023-01-06 18:00:27,purchase_completed,UK,desktop,25-34,True
1002747,2971,variant_a,2023-01-06 18:00:40,purchase_started,UK,desktop,25-34,True
1002846,1865,variant_b,2023-01-30 20:00:00,page_view,Germany,desktop,25-34,True
1002846,1865,variant_b,2023-01-30 20:00:26,purchase_completed,Germany,desktop,25-34,True
1002846,1865,variant_b,2023-01-30 20:00:36,purchase_started,Germany,desktop,25-34,True
1003088,967,variant_b,2023-01-13 10:00:00,page_view,France,mobile,45-54,True
1003088,967,variant_b,2023-01-13 10:00:13,purchase_completed,France,mobile,45-54,True
1003088,967,variant_b,2023-01-13 10:00:37,purchase_started,France,mobile,45-54,True
1003101,2392,variant_b,2023-01-01 07:00:00,page_view,Germany,desktop,55+,True
1003101,2392,variant_b,2023-01-01 07:00:11,purchase_completed,Germany,desktop,55+,True
1003101,2392,variant_b,2023-01-01 07:00:40,purchase_started,Germany,desktop,55+,True
1003119,1666,variant_a,2023-01-20 09:00:00,page_view,Iceland,desktop,25-34,True
1003119,1666,variant_a,2023-01-20 09:00:30,purchase_completed,Iceland,desktop,25-34,True
1003119,1666,variant_a,2023-01-20 09:00:48,share_link,Iceland,desktop,25-34,True
1003119,1666,variant_a,2023-01-20 09:01:14,purchase_started,Iceland,desktop,25-34,True
1003447,1362,variant_b,2023-01-25 11:00:00,page_view,Germany,desktop,55+,True
1003447,1362,variant_b,2023-01-25 11:00:13,purchase_completed,Germany,desktop,55+,True
1003447,1362,variant_b,2023-01-25 11:00:43,purchase_started,Germany,desktop,55+,True
1003449,3067,variant_b,2023-01-10 21:00:00,page_view,Germany,desktop,25-34,True
1003449,3067,variant_b,2023-01-10 21:00:09,purchase_completed,Germany,desktop,25-34,True
1003449,3067,variant_b,2023-01-10 21:00:25,purchase_started,Germany,desktop,25-34,True
1003643,465,variant_b,2023-01-16 08:00:00,page_view,Iceland,desktop,25-34,True
1003643,465,variant_b,2023-01-16 08:00:21,purchase_completed,Iceland,desktop,25-34,True
1003643,465,variant_b,2023-01-16 08:00:36,purchase_started,Iceland,desktop,25-34,True
1003671,4292,variant_a,2023-01-01 11:00:00,page_view,France,desktop,35-44,True
1003671,4292,variant_a,2023-01-01 11:00:28,purchase_completed,France,desktop,35-44,True
1003671,4292,variant_a,2023-01-01 11:00:48,purchase_started,France,desktop,35-44,True
1003727,3221,variant_a,2023-01-09 17:00:00,page_view,Iceland,desktop,55+,True
1003727,3221,variant_a,2023-01-09 17:00:22,purchase_completed,Iceland,desktop,55+,True
1003727,3221,variant_a,2023-01-09 17:00:31,purchase_started,Iceland,desktop,55+,True
1003828,336,variant_b,2023-01-02 13:00:00,page_view,Iceland,desktop,35-44,True
1003828,336,variant_b,2023-01-02 13:00:22,purchase_completed,Iceland,desktop,35-44,True
1003828,336,variant_b,2023-01-02 13:00:38,purchase_started,Iceland,desktop,35-44,True
1003925,4156,variant_b,2023-01-22 12:00:00,page_view,Iceland,desktop,55+,True
1003925,4156,variant_b,2023-01-22 12:00:27,purchase_completed,Iceland,desktop,55+,True
1003925,4156,variant_b,2023-01-22 12:00:45,purchase_started,Iceland,desktop,55+,True
1003996,4899,variant_a,2023-01-08 23:00:00,page_view,Iceland,desktop,35-44,True
1003996,4899,variant_a,2023-01-08 23:00:08,purchase_completed,Iceland,desktop,35-44,True
1003996,4899,variant_a,2023-01-08 23:00:32,purchase_started,Iceland,desktop,35-44,True
1004173,3957,variant_a,2023-01-22 17:00:00,page_view,Iceland,desktop,35-44,True
1004173,3957,variant_a,2023-01-22 17:00:17,purchase_completed,Iceland,desktop,35-44,True
1004173,3957,variant_a,2023-01-22 17:00:45,purchase_started,Iceland,desktop,35-44,True
1004414,1542,variant_b,2023-01-03 11:00:00,page_view,Iceland,mobile,35-44,True
1004414,1542,variant_b,2023-01-03 11:00:22,purchase_completed,Iceland,mobile,35-44,True
1004414,1542,variant_b,2023-01-03 11:00:28,purchase_started,Iceland,mobile,35-44,True
1004474,470,variant_b,2023-01-07 11:00:00,page_view,France,desktop,25-34,True
1004474,470,variant_b,2023-01-07 11:00:22,purchase_completed,France,desktop,25-34,True
1004474,470,variant_b,2023-01-07 11:00:35,purchase_started,France,desktop,25-34,True
1004598,187,variant_a,2023-01-03 08:00:00,page_view,Iceland,desktop,45-54,True
1004598,187,variant_a,2023-01-03 08:00:29,purchase_completed,Iceland,desktop,45-54,True
1004598,187,variant_a,2023-01-03 08:00:42,purchase_started,Iceland,desktop,45-54,True
1004620,2521,variant_a,2023-01-07 16:00:00,page_view,UK,desktop,25-34,True
1004620,2521,variant_a,2023-01-07 16:00:14,purchase_completed,UK,desktop,25-34,True
1004620,2521,variant_a,2023-01-07 16:00:24,purchase_started,UK,desktop,25-34,True
1004650,2211,variant_b,2023-01-26 06:00:00,page_view,UK,desktop,25-34,True
1004650,2211,variant_b,2023-01-26 06:00:30,purchase_completed,UK,desktop,25-34,True
1004650,2211,variant_b,2023-01-26 06:00:46,purchase_started,UK,desktop,25-34,True
1004672,1334,variant_b,2023-01-24 14:00:00,page_view,Germany,desktop,45-54,True
1004672,1334,variant_b,2023-01-24 14:00:25,purchase_completed,Germany,desktop,45-54,True
1004672,1334,variant_b,2023-01-24 14:00:31,purchase_started,Germany,desktop,45-54,True
1004860,4704,variant_a,2023-01-22 10:00:00,page_view,Germany,desktop,35-44,True
1004860,4704,variant_a,2023-01-22 10:00:08,purchase_completed,Germany,desktop,35-44,True
1004860,4704,variant_a,2023-01-22 10:00:25,purchase_started,Germany,desktop,35-44,True
1005054,1663,variant_a,2023-01-26 17:00:00,page_view,Iceland,mobile,25-34,True
1005054,1663,variant_a,2023-01-26 17:00:10,purchase_completed,Iceland,mobile,25-34,True
1005054,1663,variant_a,2023-01-26 17:00:33,purchase_started,Iceland,mobile,25-34,True
1005213,2899,variant_b,2023-01-29 12:00:00,page_view,Iceland,desktop,35-44,True
1005213,2899,variant_b,2023-01-29 12:00:18,purchase_completed,Iceland,desktop,35-44,True
1005213,2899,variant_b,2023-01-29 12:00:29,purchase_started,Iceland,desktop,35-44,True
1005249,3071,variant_b,2023-01-24 08:00:00,page_view,Iceland,desktop,55+,True
1005249,3071,variant_b,2023-01-24 08:00:14,purchase_completed,Iceland,desktop,55+,True
1005249,3071,variant_b,2023-01-24 08:00:38,purchase_started,Iceland,desktop,55+,True
1005258,1007,variant_a,2023-01-21 11:00:00,page_view,Germany,tablet,25-34,True
1005258,1007,variant_a,2023-01-21 11:00:05,purchase_completed,Germany,tablet,25-34,True
1005258,1007,variant_a,2023-01-21 11:00:15,purchase_started,Germany,tablet,25-34,True
1005303,434,variant_a,2023-01-30 10:00:00,page_view,Iceland,desktop,35-44,True
1005303,434,variant_a,2023-01-30 10:00:16,purchase_completed,Iceland,desktop,35-44,True
1005303,434,variant_a,2023-01-30 10:00:21,purchase_started,Iceland,desktop,35-44,True
1005670,3199,variant_b,2023-01-06 09:00:00,page_view,France,mobile,25-34,True
1005670,3199,variant_b,2023-01-06 09:00:07,purchase_completed,France,mobile,25-34,True
1005670,3199,variant_b,2023-01-06 09:00:35,purchase_started,France,mobile,25-34,True
1005682,1631,variant_b,2023-01-23 13:00:00,page_view,Germany,desktop,25-34,True
1005682,1631,variant_b,2023-01-23 13:00:23,purchase_completed,Germany,desktop,25-34,True
1005682,1631,variant_b,2023-01-23 13:00:48,purchase_started,Germany,desktop,25-34,True
1005690,1778,variant_a,2023-01-12 21:00:00,page_view,UK,desktop,25-34,True
1005690,1778,variant_a,2023-01-12 21:00:12,purchase_completed,UK,desktop,25-34,True
1005690,1778,variant_a,2023-01-12 21:00:34,purchase_started,UK,desktop,25-34,True
1005707,3171,variant_a,2023-01-20 12:00:00,page_view,France,desktop,25-34,True
1005707,3171,variant_a,2023-01-20 12:00:18,purchase_completed,France,desktop,25-34,True
1005707,3171,variant_a,2023-01-20 12:00:30,purchase_started,France,desktop,25-34,True
1005738,3583,variant_a,2023-01-18 20:00:00,page_view,Iceland,desktop,25-34,True
1005738,3583,variant_a,2023-01-18 20:00:07,purchase_completed,Iceland,desktop,25-34,True
1005738,3583,variant_a,2023-01-18 20:00:32,purchase_started,Iceland,desktop,25-34,True
1005932,3484,variant_a,2023-01-19 10:00:00,page_view,Iceland,mobile,25-34,True
1005932,3484,variant_a,2023-01-19 10:00:06,purchase_completed,Iceland,mobile,25-34,True
1005932,3484,variant_a,2023-01-19 10:00:21,purchase_started,Iceland,mobile,25-34,True
1005988,1411,variant_b,2023-01-10 12:00:00,page_view,UK,desktop,35-44,True
1005988,1411,variant_b,2023-01-10 12:00:14,purchase_completed,UK,desktop,35-44,True
1005988,1411,variant_b,2023-01-10 12:00:24,purchase_started,UK,desktop,35-44,True
1006086,4281,variant_b,2023-01-21 11:00:00,page_view,Germany,desktop,25-34,True
1006086,4281,variant_b,2023-01-21 11:00:12,purchase_completed,Germany,desktop,25-34,True
1006086,4281,variant_b,2023-01-21 11:00:29,purchase_started,Germany,desktop,25-34,True
1006103,3816,variant_a,2023-01-05 06:00:00,page_view,UK,desktop,25-34,True
1006103,3816,variant_a,2023-01-05 06:00:26,purchase_completed,UK,desktop,25-34,True
1006103,3816,variant_a,2023-01-05 06:00:54,purchase_started,UK,desktop,25-34,True
1006131,2481,variant_a,2023-01-26 20:00:00,page_view,Germany,tablet,35-44,True
1006131,2481,variant_a,2023-01-26 20:00:15,purchase_completed,Germany,tablet,35-44,True
1006131,2481,variant_a,2023-01-26 20:00:27,purchase_started,Germany,tablet,35-44,True
1006387,4871,variant_b,2023-01-02 21:00:00,page_view,Iceland,desktop,25-34,True
1006387,4871,variant_b,2023-01-02 21:00:08,purchase_completed,Iceland,desktop,25-34,True
1006387,4871,variant_b,2023-01-02 21:00:21,purchase_started,Iceland,desktop,25-34,True
1006464,2655,variant_a,2023-01-26 08:00:00,page_view,UK,mobile,25-34,True
1006464,2655,variant_a,2023-01-26 08:00:06,purchase_completed,UK,mobile,25-34,True
1006464,2655,variant_a,2023-01-26 08:00:20,purchase_started,UK,mobile,25-34,True
1006732,4772,variant_a,2023-01-08 16:00:00,page_view,Iceland,desktop,18-24,True
1006732,4772,variant_a,2023-01-08 16:00:25,purchase_completed,Iceland,desktop,18-24,True
1006732,4772,variant_a,2023-01-08 16:00:51,purchase_started,Iceland,desktop,18-24,True
1006794,2156,variant_a,2023-01-22 13:00:00,page_view,Iceland,desktop,45-54,True
1006794,2156,variant_a,2023-01-22 13:00:08,purchase_completed,Iceland,desktop,45-54,True
1006794,2156,variant_a,2023-01-22 13:00:20,purchase_started,Iceland,desktop,45-54,True
1007147,40,variant_b,2023-01-13 19:00:00,page_view,Iceland,tablet,25-34,True
1007147,40,variant_b,2023-01-13 19:00:28,purchase_completed,Iceland,tablet,25-34,True
1007147,40,variant_b,2023-01-13 19:00:34,purchase_started,Iceland,tablet,25-34,True
1007369,1823,variant_a,2023-01-19 13:00:00,page_view,UK,desktop,25-34,True
1007369,1823,variant_a,2023-01-19 13:00:20,purchase_completed,UK,desktop,25-34,True
1007369,1823,variant_a,2023-01-19 13:00:32,purchase_started,UK,desktop,25-34,True
1007379,4518,variant_b,2023-01-18 10:00:00,page_view,Iceland,desktop,35-44,True
1007379,4518,variant_b,2023-01-18 10:00:19,purchase_completed,Iceland,desktop,35-44,True
1007379,4518,variant_b,2023-01-18 10:00:48,purchase_started,Iceland,desktop,35-44,True
1007580,2837,variant_b,2023-01-04 14:00:00,page_view,Iceland,mobile,55+,True
1007580,2837,variant_b,2023-01-04 14:00:24,purchase_completed,Iceland,mobile,55+,True
1007580,2837,variant_b,2023-01-04 14:00:37,purchase_started,Iceland,mobile,55+,True
1007595,1297,variant_a,2023-01-10 12:00:00,page_view,Iceland,desktop,35-44,True
1007595,1297,variant_a,2023-01-10 12:00:21,purchase_completed,Iceland,desktop,35-44,True
1007595,1297,variant_a,2023-01-10 12:00:29,purchase_started,Iceland,desktop,35-44,True
1007722,3841,variant_b,2023-01-01 17:00:00,page_view,Germany,mobile,55+,True
1007722,3841,variant_b,2023-01-01 17:00:16,purchase_completed,Germany,mobile,55+,True
1007722,3841,variant_b,2023-01-01 17:00:43,share_link,Germany,mobile,55+,True
1007722,3841,variant_b,2023-01-01 17:01:13,purchase_started,Germany,mobile,55+,True
1007870,1073,variant_a,2023-01-02 17:00:00,page_view,Iceland,desktop,35-44,True
1007870,1073,variant_a,2023-01-02 17:00:21,purchase_completed,Iceland,desktop,35-44,True
1007870,1073,variant_a,2023-01-02 17:00:44,purchase_started,Iceland,desktop,35-44,True
1008007,3622,variant_b,2023-01-25 22:00:00,page_view,Germany,desktop,25-34,True
1008007,3622,variant_b,2023-01-25 22:00:18,purchase_completed,Germany,desktop,25-34,True
1008007,3622,variant_b,2023-01-25 22:00:48,purchase_started,Germany,desktop,25-34,True
1008011,599,variant_b,2023-01-13 05:00:00,page_view,UK,mobile,25-34,True
1008011,599,variant_b,2023-01-13 05:00:14,purchase_completed,UK,mobile,25-34,True
1008011,599,variant_b,2023-01-13 05:00:40,purchase_started,UK,mobile,25-34,True
1008038,26,variant_b,2023-01-30 08:00:00,page_view,UK,mobile,25-34,True
1008038,26,variant_b,2023-01-30 08:00:30,purchase_completed,UK,mobile,25-34,True
1008038,26,variant_b,2023-01-30 08:00:49,purchase_started,UK,mobile,25-34,True
1008043,4914,variant_a,2023-01-24 20:00:00,page_view,Iceland,desktop,35-44,True
1008043,4914,variant_a,2023-01-24 20:00:29,purchase_completed,Iceland,desktop,35-44,True
1008043,4914,variant_a,2023-01-24 20:00:54,purchase_started,Iceland,desktop,35-44,True
1008139,1866,variant_a,2023-01-26 04:00:00,page_view,Iceland,desktop,45-54,True
1008139,1866,variant_a,2023-01-26 04:00:16,purchase_completed,Iceland,desktop,45-54,True
1008139,1866,variant_a,2023-01-26 04:00:28,purchase_started,Iceland,desktop,45-54,True
1008152,2887,variant_a,2023-01-05 12:00:00,page_view,Iceland,desktop,45-54,True
1008152,2887,variant_a,2023-01-05 12:00:21,purchase_completed,Iceland,desktop,45-54,True
1008152,2887,variant_a,2023-01-05 12:00:37,purchase_started,Iceland,desktop,45-54,True
1008206,1407,variant_b,2023-01-30 19:00:00,page_view,UK,desktop,45-54,True
1008206,1407,variant_b,2023-01-30 19:00:09,purchase_completed,UK,desktop,45-54,True
1008206,1407,variant_b,2023-01-30 19:00:39,purchase_started,UK,desktop,45-54,True
1008369,4817,variant_b,2023-01-15 18:00:00,page_view,UK,tablet,25-34,True
1008369,4817,variant_b,2023-01-15 18:00:30,purchase_completed,UK,tablet,25-34,True
1008369,4817,variant_b,2023-01-15 18:01:00,purchase_started,UK,tablet,25-34,True
1008449,407,variant_b,2023-01-05 04:00:00,page_view,Iceland,tablet,55+,True
1008449,407,variant_b,2023-01-05 04:00:26,purchase_completed,Iceland,tablet,55+,True
1008449,407,variant_b,2023-01-05 04:00:56,purchase_started,Iceland,tablet,55+,True
1008536,1720,variant_a,2023-01-25 04:00:00,page_view,UK,mobile,45-54,True
1008536,1720,variant_a,2023-01-25 04:00:20,purchase_completed,UK,mobile,45-54,True
1008536,1720,variant_a,2023-01-25 04:00:40,purchase_started,UK,mobile,45-54,True
1008640,1053,variant_b,2023-01-02 20:00:00,page_view,Germany,desktop,25-34,True
1008640,1053,variant_b,2023-01-02 20:00:28,purchase_completed,Germany,desktop,25-34,True
1008640,1053,variant_b,2023-01-02 20:00:40,purchase_started,Germany,desktop,25-34,True
1008780,2400,variant_a,2023-01-18 17:00:00,page_view,Iceland,desktop,35-44,True
1008780,2400,variant_a,2023-01-18 17:00:06,purchase_completed,Iceland,desktop,35-44,True
1008780,2400,variant_a,2023-01-18 17:00:13,purchase_started,Iceland,desktop,35-44,True
1009119,4916,variant_b,2023-01-27 03:00:00,page_view,Iceland,mobile,35-44,True
1009119,4916,variant_b,2023-01-27 03:00:09,purchase_completed,Iceland,mobile,35-44,True
1009119,4916,variant_b,2023-01-27 03:00:22,purchase_started,Iceland,mobile,35-44,True
1009561,829,variant_b,2023-01-29 22:00:00,page_view,Iceland,mobile,25-34,True
1009561,829,variant_b,2023-01-29 22:00:12,purchase_completed,Iceland,mobile,25-34,True
1009561,829,variant_b,2023-01-29 22:00:32,purchase_started,Iceland,mobile,25-34,True
1009675,3267,variant_b,2023-01-05 12:00:00,page_view,UK,desktop,18-24,True
1009675,3267,variant_b,2023-01-05 12:00:10,purchase_completed,UK,desktop,18-24,True
1009675,3267,variant_b,2023-01-05 12:00:37,purchase_started,UK,desktop,18-24,True
1009691,2292,variant_b,2023-01-02 15:00:00,page_view,France,tablet,18-24,True
1009691,2292,variant_b,2023-01-02 15:00:15,purchase_completed,France,tablet,18-24,True
1009691,2292,variant_b,2023-01-02 15:00:43,share_link,France,tablet,18-24,True
1009691,2292,variant_b,2023-01-02 15:01:10,purchase_started,France,tablet,18-24,True
1009887,1411,variant_b,2023-01-26 08:00:00,page_view,UK,desktop,35-44,True
1009887,1411,variant_b,2023-01-26 08:00:22,purchase_completed,UK,desktop,35-44,True
1009887,1411,variant_b,2023-01-26 08:00:41,purchase_started,UK,desktop,35-44,True
1010084,3665,variant_b,2023-01-14 10:00:00,page_view,UK,desktop,25-34,True
1010084,3665,variant_b,2023-01-14 10:00:22,purchase_completed,UK,desktop,25-34,True
1010084,3665,variant_b,2023-01-14 10:00:47,purchase_started,UK,desktop,25-34,True
1010103,2059,variant_b,2023-01-27 03:00:00,page_view,Iceland,desktop,25-34,True
1010103,2059,variant_b,2023-01-27 03:00:22,purchase_completed,Iceland,desktop,25-34,True
1010103,2059,variant_b,2023-01-27 03:00:38,purchase_started,Iceland,desktop,25-34,True
1010253,10,variant_a,2023-01-16 11:00:00,page_view,Iceland,desktop,25-34,True
1010253,10,variant_a,2023-01-16 11:00:30,purchase_completed,Iceland,desktop,25-34,True
1010253,10,variant_a,2023-01-16 11:00:41,purchase_started,Iceland,desktop,25-34,True
1010357,2093,variant_a,2023-01-06 14:00:00,page_view,UK,desktop,25-34,True
1010357,2093,variant_a,2023-01-06 14:00:13,purchase_completed,UK,desktop,25-34,True
1010357,2093,variant_a,2023-01-06 14:00:22,share_link,UK,desktop,25-34,True
1010357,2093,variant_a,2023-01-06 14:00:43,purchase_started,UK,desktop,25-34,True
1010436,3178,variant_b,2023-01-01 07:00:00,page_view,Iceland,mobile,35-44,True
1010436,3178,variant_b,2023-01-01 07:00:05,purchase_completed,Iceland,mobile,35-44,True
1010436,3178,variant_b,2023-01-01 07:00:11,share_link,Iceland,mobile,35-44,True
1010436,3178,variant_b,2023-01-01 07:00:37,purchase_started,Iceland,mobile,35-44,True
1010472,3886,variant_a,2023-01-10 09:00:00,page_view,Iceland,desktop,35-44,True
1010472,3886,variant_a,2023-01-10 09:00:09,purchase_completed,Iceland,desktop,35-44,True
1010472,3886,variant_a,2023-01-10 09:00:19,purchase_started,Iceland,desktop,35-44,True
1010496,1407,variant_b,2023-01-08 10:00:00,page_view,UK,desktop,45-54,True
1010496,1407,variant_b,2023-01-08 10:00:06,download_brochure,UK,desktop,45-54,True
1010496,1407,variant_b,2023-01-08 10:00:17,purchase_completed,UK,desktop,45-54,True
1010496,1407,variant_b,2023-01-08 10:00:24,purchase_started,UK,desktop,45-54,True
1010758,3064,variant_a,2023-01-22 10:00:00,page_view,Iceland,desktop,35-44,True
1010758,3064,variant_a,2023-01-22 10:00:05,purchase_completed,Iceland,desktop,35-44,True
1010758,3064,variant_a,2023-01-22 10:00:17,purchase_started,Iceland,desktop,35-44,True
1010913,169,variant_b,2023-01-08 13:00:00,page_view,France,desktop,35-44,True
1010913,169,variant_b,2023-01-08 13:00:21,purchase_completed,France,desktop,35-44,True
1010913,169,variant_b,2023-01-08 13:00:41,purchase_started,France,desktop,35-44,True
1011002,2155,variant_a,2023-01-03 14:00:00,page_view,Iceland,tablet,25-34,True
1011002,2155,variant_a,2023-01-03 14:00:25,purchase_completed,Iceland,tablet,25-34,True
1011002,2155,variant_a,2023-01-03 14:00:48,purchase_started,Iceland,tablet,25-34,True
1011316,3090,variant_a,2023-01-24 12:00:00,page_view,Iceland,desktop,35-44,True
1011316,3090,variant_a,2023-01-24 12:00:23,purchase_completed,Iceland,desktop,35-44,True
1011316,3090,variant_a,2023-01-24 12:00:53,purchase_started,Iceland,desktop,35-44,True
1011444,1498,variant_a,2023-01-08 14:00:00,page_view,UK,desktop,55+,True
1011444,1498,variant_a,2023-01-08 14:00:13,purchase_completed,UK,desktop,55+,True
1011444,1498,variant_a,2023-01-08 14:00:24,purchase_started,UK,desktop,55+,True
1011658,4307,variant_a,2023-01-10 14:00:00,page_view,France,mobile,25-34,True
1011658,4307,variant_a,2023-01-10 14:00:30,purchase_completed,France,mobile,25-34,True
1011658,4307,variant_a,2023-01-10 14:00:38,purchase_started,France,mobile,25-34,True
1011936,1893,variant_b,2023-01-29 22:00:00,page_view,Iceland,mobile,25-34,True
1011936,1893,variant_b,2023-01-29 22:00:12,download_brochure,Iceland,mobile,25-34,True
1011936,1893,variant_b,2023-01-29 22:00:30,purchase_completed,Iceland,mobile,25-34,True
