session_id,user_id,variant,timestamp,event_type
1164812,73,variant_a,2023-01-16 18:00:23,purchase_started
1164812,73,variant_a,2023-01-16 18:00:28,download_brochure
1124306,955,variant_a,2023-01-06 21:00:00,page_view
1032428,1446,variant_a,2023-01-18 07:00:00,page_view
1119072,2820,variant_b,2023-01-28 14:00:00,page_view
1093715,81,variant_a,2023-01-11 08:00:00,page_view
1093715,81,variant_a,2023-01-11 08:00:16,download_brochure
1136853,3989,variant_b,2023-01-29 12:00:00,page_view
1144809,2404,variant_b,2023-01-20 06:00:00,page_view
1144809,2404,variant_b,2023-01-20 06:00:11,purchase_started
1054320,3647,variant_b,2023-01-19 17:00:00,page_view
1054320,3647,variant_b,2023-01-19 17:00:12,purchase_started
1054320,3647,variant_b,2023-01-19 17:00:19,share_link
1080517,1359,variant_b,2023-01-18 13:00:00,page_view
1080517,1359,variant_b,2023-01-18 13:00:25,purchase_started
1088086,3963,variant_b,2023-01-23 05:00:00,page_view
1088108,1037,variant_b,2023-01-01 12:00:00,page_view
1088108,1037,variant_b,2023-01-01 12:00:26,purchase_completed
1088108,1037,variant_b,2023-01-01 12:00:35,purchase_started
1098923,4731,variant_a,2023-01-16 13:00:00,page_view
1098923,4731,variant_a,2023-01-16 13:00:19,purchase_completed
1098923,4731,variant_a,2023-01-16 13:00:42,purchase_started
1123357,3491,variant_b,2023-01-23 09:00:00,page_view
1082348,3024,variant_b,2023-01-27 13:00:00,page_view
1052833,1197,variant_a,2023-01-17 13:00:00,page_view
1052833,1197,variant_a,2023-01-17 13:00:13,purchase_completed
1052833,1197,variant_a,2023-01-17 13:00:39,purchase_started
1049254,2043,variant_b,2023-01-25 06:00:00,page_view
1060205,2863,variant_a,2023-01-02 11:00:00,page_view
1060205,2863,variant_a,2023-01-02 11:00:08,share_link
1060205,2863,variant_a,2023-01-02 11:00:30,purchase_started
1060205,2863,variant_a,2023-01-02 11:00:45,purchase_completed
1002971,1153,variant_a,2023-01-22 08:00:00,page_view
1193156,3273,variant_a,2023-01-16 04:00:00,page_view
1193156,3273,variant_a,2023-01-16 04:00:23,purchase_started
1120268,734,variant_a,2023-01-01 19:00:00,page_view
1138731,3873,variant_b,2023-01-16 18:00:00,page_view
1181370,1714,variant_b,2023-01-24 08:00:00,page_view
1128886,4175,variant_a,2023-01-19 08:00:00,page_view
1128886,4175,variant_a,2023-01-19 08:00:12,purchase_started
1078385,2283,variant_a,2023-01-28 01:00:00,page_view
1156656,4143,variant_a,2023-01-22 10:00:00,page_view
1128045,2630,variant_a,2023-01-17 08:00:00,page_view
1177703,2886,variant_b,2023-01-27 09:00:00,page_view
1177703,2886,variant_b,2023-01-27 09:00:26,purchase_completed
1177703,2886,variant_b,2023-01-27 09:00:37,purchase_started
1154087,2575,variant_b,2023-01-30 03:00:00,page_view
1182893,4267,variant_b,2023-01-25 07:00:00,page_view
1061319,2930,variant_b,2023-01-05 08:00:00,page_view
1061247,553,variant_a,2023-01-14 14:00:00,page_view
1061247,553,variant_a,2023-01-14 14:00:26,purchase_started
1191710,1645,variant_b,2023-01-28 09:00:00,page_view
1191710,1645,variant_b,2023-01-28 09:00:12,download_brochure
1161928,2898,variant_b,2023-01-04 04:00:00,page_view
1170437,4335,variant_b,2023-01-12 07:00:00,page_view
1074843,4135,variant_a,2023-01-09 09:00:00,page_view
1074843,4135,variant_a,2023-01-09 09:00:26,download_brochure
1199150,4861,variant_b,2023-01-25 08:00:00,page_view
1199150,4861,variant_b,2023-01-25 08:00:22,share_link
1162430,707,variant_a,2023-01-11 10:00:00,page_view
1016997,763,variant_b,2023-01-01 18:00:00,page_view
1002476,2073,variant_b,2023-01-18 18:00:00,page_view
1054818,1186,variant_a,2023-01-26 14:00:00,page_view
1021583,860,variant_a,2023-01-23 19:00:00,page_view
1048036,3541,variant_b,2023-01-29 17:00:00,page_view
1014396,3354,variant_a,2023-01-11 17:00:00,page_view
1113532,494,variant_a,2023-01-26 02:00:00,page_view
1084634,1759,variant_a,2023-01-12 13:00:00,page_view
1139618,2212,variant_a,2023-01-28 18:00:00,page_view
1064662,4934,variant_a,2023-01-02 08:00:00,page_view
1064662,4934,variant_a,2023-01-02 08:00:29,share_link
1064662,4934,variant_a,2023-01-02 08:00:39,purchase_started
1064662,4934,variant_a,2023-01-02 08:00:55,purchase_completed
1164090,4614,variant_b,2023-01-01 14:00:00,page_view
1195029,3458,variant_a,2023-01-08 20:00:00,page_view
1195029,3458,variant_a,2023-01-08 20:00:17,purchase_started
1032429,3144,variant_b,2023-01-08 01:00:00,page_view
1032429,3144,variant_b,2023-01-08 01:00:17,purchase_started
1032429,3144,variant_b,2023-01-08 01:00:29,download_brochure
1184387,2821,variant_b,2023-01-02 11:00:00,page_view
1184387,2821,variant_b,2023-01-02 11:00:19,purchase_completed
1184387,2821,variant_b,2023-01-02 11:00:34,purchase_started
1160832,463,variant_b,2023-01-15 13:00:00,page_view
1118519,2367,variant_b,2023-01-12 05:00:00,page_view
1032865,2884,variant_b,2023-01-21 09:00:00,page_view
1032865,2884,variant_b,2023-01-21 09:00:21,purchase_completed
1032865,2884,variant_b,2023-01-21 09:00:41,purchase_started
1096040,534,variant_a,2023-01-03 02:00:00,page_view
1152133,3921,variant_b,2023-01-21 09:00:00,page_view
1060741,2175,variant_a,2023-01-19 12:00:00,page_view
1055705,538,variant_b,2023-01-21 17:00:00,page_view
1073581,4114,variant_b,2023-01-22 11:00:00,page_view
1073581,4114,variant_b,2023-01-22 11:00:05,purchase_started
1105163,1073,variant_a,2023-01-04 10:00:00,page_view
1139301,3529,variant_a,2023-01-18 13:00:00,page_view
1015710,468,variant_b,2023-01-29 16:00:00,page_view
1015710,468,variant_b,2023-01-29 16:00:05,purchase_completed
1015710,468,variant_b,2023-01-29 16:00:24,purchase_started
1100081,4541,variant_a,2023-01-11 12:00:00,page_view
1011026,3590,variant_b,2023-01-25 13:00:00,page_view
1011026,3590,variant_b,2023-01-25 13:00:09,purchase_started
1011026,3590,variant_b,2023-01-25 13:00:17,purchase_completed
1198193,3033,variant_a,2023-01-23 15:00:00,page_view
1075416,4274,variant_b,2023-01-19 08:00:00,page_view
1041254,3982,variant_a,2023-01-12 12:00:00,page_view
1119998,4366,variant_a,2023-01-23 10:00:00,page_view
1119998,4366,variant_a,2023-01-23 10:00:05,purchase_completed
1119998,4366,variant_a,2023-01-23 10:00:22,share_link
1119998,4366,variant_a,2023-01-23 10:00:28,purchase_started
1156937,2196,variant_b,2023-01-22 04:00:00,page_view
1118251,4648,variant_a,2023-01-08 13:00:00,page_view
1118840,4573,variant_b,2023-01-22 20:00:00,page_view
1118840,4573,variant_b,2023-01-22 20:00:07,purchase_completed
1118840,4573,variant_b,2023-01-22 20:00:30,purchase_started
1163017,2958,variant_b,2023-01-09 04:00:00,page_view
1084238,3424,variant_b,2023-01-15 16:00:00,page_view
1084238,3424,variant_b,2023-01-15 16:00:24,share_link
1080417,3804,variant_a,2023-01-18 15:00:00,page_view
1113235,260,variant_a,2023-01-19 12:00:00,page_view
1103216,1813,variant_b,2023-01-03 04:00:00,page_view
1030390,942,variant_a,2023-01-22 09:00:00,page_view
1030390,942,variant_a,2023-01-22 09:00:06,download_brochure
1169669,3221,variant_a,2023-01-20 23:00:00,page_view
1169669,3221,variant_a,2023-01-20 23:00:16,purchase_started
1148367,4401,variant_a,2023-01-10 12:00:00,page_view
1010449,2240,variant_b,2023-01-28 07:00:00,page_view
1010449,2240,variant_b,2023-01-28 07:00:07,purchase_started
1169787,2628,variant_b,2023-01-06 08:00:00,page_view
1135070,1701,variant_b,2023-01-28 04:00:00,page_view
1169338,339,variant_a,2023-01-21 04:00:00,page_view
1084180,4470,variant_b,2023-01-10 14:00:00,page_view
1054191,707,variant_a,2023-01-06 21:00:00,page_view
1054191,707,variant_a,2023-01-06 21:00:18,purchase_completed
1054191,707,variant_a,2023-01-06 21:00:29,purchase_started
1044188,727,variant_a,2023-01-13 21:00:00,page_view
1131466,2610,variant_b,2023-01-13 19:00:00,page_view
1097241,2315,variant_b,2023-01-04 11:00:00,page_view
1072909,101,variant_a,2023-01-29 06:00:00,page_view
1072909,101,variant_a,2023-01-29 06:00:23,purchase_started
1032656,615,variant_b,2023-01-08 04:00:00,page_view
1029408,281,variant_b,2023-01-20 11:00:00,page_view
1179326,3300,variant_b,2023-01-03 08:00:00,page_view
1098778,3592,variant_a,2023-01-02 18:00:00,page_view
1123058,2038,variant_b,2023-01-19 07:00:00,page_view
1123058,2038,variant_b,2023-01-19 07:00:12,purchase_completed
1123058,2038,variant_b,2023-01-19 07:00:22,purchase_started
1184168,2556,variant_a,2023-01-17 14:00:00,page_view
1123538,1558,variant_b,2023-01-07 10:00:00,page_view
1123538,1558,variant_b,2023-01-07 10:00:06,purchase_started
1015115,896,variant_a,2023-01-10 14:00:00,page_view
1074000,4565,variant_a,2023-01-20 17:00:00,page_view
1055626,1131,variant_a,2023-01-09 08:00:00,page_view
1040827,3506,variant_b,2023-01-16 11:00:00,page_view
1071011,4820,variant_a,2023-01-23 17:00:00,page_view
1071011,4820,variant_a,2023-01-23 17:00:18,purchase_started
1120832,2288,variant_a,2023-01-29 11:00:00,page_view
1120832,2288,variant_a,2023-01-29 11:00:11,purchase_started
1060967,4637,variant_b,2023-01-17 22:00:00,page_view
1124099,2515,variant_b,2023-01-25 14:00:00,page_view
1124099,2515,variant_b,2023-01-25 14:00:14,purchase_completed
1124099,2515,variant_b,2023-01-25 14:00:44,purchase_started
1102251,3338,variant_a,2023-01-16 05:00:00,page_view
1157014,237,variant_a,2023-01-28 09:00:00,page_view
1024263,1205,variant_b,2023-01-02 10:00:00,page_view
1196991,1506,variant_b,2023-01-20 05:00:00,page_view
1181151,3861,variant_a,2023-01-25 18:00:00,page_view
1029731,2446,variant_b,2023-01-15 12:00:00,page_view
1029731,2446,variant_b,2023-01-15 12:00:29,purchase_started
1025503,3404,variant_a,2023-01-09 09:00:00,page_view
1025503,3404,variant_a,2023-01-09 09:00:18,purchase_started
1199958,1939,variant_b,2023-01-04 19:00:00,page_view
1165670,1237,variant_a,2023-01-15 20:00:00,page_view
1076501,4938,variant_b,2023-01-29 17:00:00,page_view
1072990,3051,variant_b,2023-01-08 06:00:00,page_view
1072042,1887,variant_b,2023-01-20 07:00:00,page_view
1133976,3986,variant_b,2023-01-30 08:00:00,page_view
1133976,3986,variant_b,2023-01-30 08:00:28,purchase_completed
1133976,3986,variant_b,2023-01-30 08:00:33,purchase_started
1091706,840,variant_b,2023-01-02 06:00:00,page_view
1185954,330,variant_a,2023-01-30 05:00:00,page_view
1185954,330,variant_a,2023-01-30 05:00:29,share_link
1185954,330,variant_a,2023-01-30 05:00:54,purchase_started
1185954,330,variant_a,2023-01-30 05:01:22,purchase_completed
1089089,2649,variant_a,2023-01-24 07:00:00,page_view
1155345,2775,variant_b,2023-01-22 15:00:00,page_view
1096545,1249,variant_a,2023-01-13 02:00:00,page_view
1142906,2780,variant_a,2023-01-04 13:00:00,page_view
1042337,3645,variant_a,2023-01-17 05:00:00,page_view
1152605,2562,variant_a,2023-01-04 18:00:00,page_view
1152605,2562,variant_a,2023-01-04 18:00:19,purchase_started
1152605,2562,variant_a,2023-01-04 18:00:41,share_link
1045693,1757,variant_a,2023-01-21 12:00:00,page_view
1082420,2223,variant_b,2023-01-26 17:00:00,page_view
1156853,2379,variant_a,2023-01-08 20:00:00,page_view
1091064,1989,variant_b,2023-01-24 13:00:00,page_view
1020396,306,variant_b,2023-01-06 16:00:00,page_view
1020396,306,variant_b,2023-01-06 16:00:10,purchase_started
1005944,3409,variant_a,2023-01-09 04:00:00,page_view
1077866,1837,variant_b,2023-01-07 12:00:00,page_view
1077866,1837,variant_b,2023-01-07 12:00:05,download_brochure
1174958,3665,variant_b,2023-01-02 21:00:00,page_view
1121979,1166,variant_a,2023-01-04 17:00:00,page_view
1121979,1166,variant_a,2023-01-04 17:00:30,purchase_started
1039643,3938,variant_a,2023-01-18 06:00:00,page_view
1158124,1758,variant_a,2023-01-28 12:00:00,page_view
1158124,1758,variant_a,2023-01-28 12:00:08,purchase_started
1002733,778,variant_b,2023-01-23 15:00:00,page_view
1002733,778,variant_b,2023-01-23 15:00:13,purchase_started
1060523,107,variant_a,2023-01-27 10:00:00,page_view
1136568,4623,variant_a,2023-01-05 17:00:00,page_view
1038576,3144,variant_b,2023-01-03 17:00:00,page_view
1074444,1096,variant_a,2023-01-23 16:00:00,page_view
1074444,1096,variant_a,2023-01-23 16:00:30,purchase_started
1191527,719,variant_b,2023-01-18 08:00:00,page_view
1178525,2588,variant_a,2023-01-27 12:00:00,page_view
1016638,1943,variant_b,2023-01-19 15:00:00,page_view
1016638,1943,variant_b,2023-01-19 15:00:11,download_brochure
1120760,2568,variant_b,2023-01-16 15:00:00,page_view
1175334,4309,variant_a,2023-01-01 08:00:00,page_view
1175334,4309,variant_a,2023-01-01 08:00:15,purchase_completed
1175334,4309,variant_a,2023-01-01 08:00:36,purchase_started
1120817,1319,variant_b,2023-01-22 09:00:00,page_view
1113802,3458,variant_a,2023-01-16 12:00:00,page_view
1113802,3458,variant_a,2023-01-16 12:00:17,download_brochure
1106549,1964,variant_b,2023-01-29 15:00:00,page_view
1106549,1964,variant_b,2023-01-29 15:00:13,purchase_started
1035169,4129,variant_b,2023-01-15 14:00:00,page_view
1085889,1774,variant_b,2023-01-17 15:00:00,page_view
1178871,1204,variant_b,2023-01-06 21:00:00,page_view
1178871,1204,variant_b,2023-01-06 21:00:26,purchase_started
1178871,1204,variant_b,2023-01-06 21:00:49,purchase_completed
1164459,3763,variant_b,2023-01-11 11:00:00,page_view
1041354,255,variant_b,2023-01-10 17:00:00,page_view
1041354,255,variant_b,2023-01-10 17:00:05,share_link
1195244,4078,variant_a,2023-01-13 12:00:00,page_view
1068535,3119,variant_b,2023-01-01 19:00:00,page_view
1068220,64,variant_a,2023-01-02 13:00:00,page_view
1042067,4293,variant_b,2023-01-19 06:00:00,page_view
1019977,2374,variant_a,2023-01-26 10:00:00,page_view
1186281,1312,variant_b,2023-01-06 20:00:00,page_view
1156226,1629,variant_a,2023-01-24 15:00:00,page_view
1156226,1629,variant_a,2023-01-24 15:00:27,purchase_started
1156226,1629,variant_a,2023-01-24 15:00:50,share_link
1156226,1629,variant_a,2023-01-24 15:01:03,purchase_completed
1094483,1646,variant_a,2023-01-08 06:00:00,page_view
1167340,4002,variant_b,2023-01-26 11:00:00,page_view
1120753,4055,variant_a,2023-01-26 15:00:00,page_view
1177500,2716,variant_a,2023-01-11 16:00:00,page_view
1003724,136,variant_b,2023-01-08 06:00:00,page_view
1099928,2111,variant_a,2023-01-02 09:00:00,page_view
1154687,4602,variant_a,2023-01-29 08:00:00,page_view
1154687,4602,variant_a,2023-01-29 08:00:24,purchase_started
1086526,4951,variant_a,2023-01-30 18:00:00,page_view
1019261,2837,variant_b,2023-01-28 07:00:00,page_view
1090647,214,variant_b,2023-01-14 15:00:00,page_view
1169840,2925,variant_a,2023-01-05 10:00:00,page_view
1061812,135,variant_a,2023-01-16 14:00:00,page_view
1148280,2031,variant_a,2023-01-30 16:00:00,page_view
1019026,3336,variant_b,2023-01-07 21:00:00,page_view
1155196,902,variant_b,2023-01-28 15:00:00,page_view
1022313,4660,variant_b,2023-01-10 12:00:00,page_view
1022313,4660,variant_b,2023-01-10 12:00:09,share_link
1022313,4660,variant_b,2023-01-10 12:00:27,purchase_started
1022313,4660,variant_b,2023-01-10 12:00:51,purchase_completed
1028219,2240,variant_b,2023-01-19 23:00:00,page_view
1051552,3503,variant_b,2023-01-30 14:00:00,page_view
1045193,4936,variant_a,2023-01-08 08:00:00,page_view
1146463,824,variant_b,2023-01-22 10:00:00,page_view
1197460,909,variant_b,2023-01-08 03:00:00,page_view
1197460,909,variant_b,2023-01-08 03:00:11,purchase_started
1071494,626,variant_a,2023-01-27 10:00:00,page_view
1071494,626,variant_a,2023-01-27 10:00:11,purchase_started
1117094,471,variant_b,2023-01-26 10:00:00,page_view
1117094,471,variant_b,2023-01-26 10:00:10,share_link
1025345,2707,variant_b,2023-01-15 21:00:00,page_view
1025345,2707,variant_b,2023-01-15 21:00:17,purchase_started
1025345,2707,variant_b,2023-01-15 21:00:37,purchase_completed
1025345,2707,variant_b,2023-01-15 21:00:19,download_brochure
1019705,3211,variant_a,2023-01-20 09:00:00,page_view
1141145,893,variant_b,2023-01-16 19:00:00,page_view
1023954,299,variant_b,2023-01-24 12:00:00,page_view
1144381,2278,variant_a,2023-01-23 13:00:00,page_view
1144381,2278,variant_a,2023-01-23 13:00:18,purchase_completed
1144381,2278,variant_a,2023-01-23 13:00:47,purchase_started
1062287,4842,variant_a,2023-01-05 11:00:00,page_view
1011862,4128,variant_a,2023-01-18 19:00:00,page_view
1011862,4128,variant_a,2023-01-18 19:00:15,purchase_started
1144840,4414,variant_b,2023-01-26 11:00:00,page_view
1021575,4701,variant_b,2023-01-23 10:00:00,page_view
1021575,4701,variant_b,2023-01-23 10:00:11,download_brochure
1133784,4352,variant_b,2023-01-05 14:00:00,page_view
1122636,258,variant_a,2023-01-11 11:00:00,page_view
1181740,4809,variant_a,2023-01-11 14:00:00,page_view
1004253,2099,variant_a,2023-01-20 14:00:00,page_view
1074504,2938,variant_b,2023-01-20 17:00:00,page_view
1095640,3085,variant_b,2023-01-17 11:00:00,page_view
1095640,3085,variant_b,2023-01-17 11:00:18,purchase_completed
1095640,3085,variant_b,2023-01-17 11:00:25,purchase_started
1171252,1997,variant_a,2023-01-27 18:00:00,page_view
1090056,56,variant_a,2023-01-01 16:00:00,page_view
1090056,56,variant_a,2023-01-01 16:00:08,download_brochure
1045302,343,variant_a,2023-01-19 21:00:00,page_view
1151861,3378,variant_b,2023-01-12 01:00:00,page_view
1120003,3281,variant_a,2023-01-10 21:00:00,page_view
1120003,3281,variant_a,2023-01-10 21:00:25,share_link
1120003,3281,variant_a,2023-01-10 21:00:43,purchase_started
1120003,3281,variant_a,2023-01-10 21:00:49,purchase_completed
1038034,2256,variant_b,2023-01-10 19:00:00,page_view
1055792,1918,variant_a,2023-01-03 11:00:00,page_view
1056254,3246,variant_b,2023-01-01 11:00:00,page_view
1121918,4658,variant_a,2023-01-19 12:00:00,page_view
1193988,2590,variant_b,2023-01-12 04:00:00,page_view
1029778,3705,variant_a,2023-01-28 17:00:00,page_view
1192725,1590,variant_b,2023-01-03 04:00:00,page_view
1192725,1590,variant_b,2023-01-03 04:00:28,purchase_completed
1192725,1590,variant_b,2023-01-03 04:00:41,purchase_started
1156835,1634,variant_b,2023-01-14 06:00:00,page_view
1066960,307,variant_a,2023-01-09 09:00:00,page_view
1119141,4074,variant_b,2023-01-27 14:00:00,page_view
1070489,3757,variant_a,2023-01-16 09:00:00,page_view
1070489,3757,variant_a,2023-01-16 09:00:17,download_brochure
1033600,1656,variant_a,2023-01-09 12:00:00,page_view
1104362,902,variant_b,2023-01-13 12:00:00,page_view
1123547,312,variant_a,2023-01-07 22:00:00,page_view
1123547,312,variant_a,2023-01-07 22:00:08,purchase_completed
1123547,312,variant_a,2023-01-07 22:00:25,purchase_started
1062229,3577,variant_b,2023-01-27 16:00:00,page_view
1108228,4428,variant_a,2023-01-20 17:00:00,page_view
1017255,1608,variant_a,2023-01-14 20:00:00,page_view
1066696,2894,variant_a,2023-01-30 19:00:00,page_view
1066696,2894,variant_a,2023-01-30 19:00:05,download_brochure
1018817,3352,variant_a,2023-01-13 16:00:00,page_view
1064233,3597,variant_b,2023-01-20 09:00:00,page_view
1064233,3597,variant_b,2023-01-20 09:00:12,purchase_started
1184811,537,variant_b,2023-01-12 10:00:00,page_view
1104681,1953,variant_a,2023-01-21 04:00:00,page_view
1087234,722,variant_a,2023-01-11 12:00:00,page_view
1124600,4010,variant_b,2023-01-21 12:00:00,page_view
1022890,1151,variant_b,2023-01-12 05:00:00,page_view
1148125,251,variant_b,2023-01-22 16:00:00,page_view
1059665,2700,variant_a,2023-01-09 18:00:00,page_view
1045536,3670,variant_a,2023-01-20 15:00:00,page_view
1086471,2755,variant_a,2023-01-09 02:00:00,page_view
1087155,203,variant_a,2023-01-29 20:00:00,page_view
1087155,203,variant_a,2023-01-29 20:00:20,purchase_completed
1087155,203,variant_a,2023-01-29 20:00:32,purchase_started
1107100,1631,variant_b,2023-01-09 18:00:00,page_view
1113731,3611,variant_a,2023-01-03 20:00:00,page_view
1008369,4817,variant_b,2023-01-15 18:00:00,page_view
1008369,4817,variant_b,2023-01-15 18:00:30,purchase_completed
1008369,4817,variant_b,2023-01-15 18:01:00,purchase_started
1022339,739,variant_a,2023-01-18 21:00:00,page_view
1140429,4071,variant_b,2023-01-15 04:00:00,page_view
1084322,127,variant_a,2023-01-13 15:00:00,page_view
1084322,127,variant_a,2023-01-13 15:00:30,purchase_started
1102837,1415,variant_a,2023-01-07 08:00:00,page_view
1102837,1415,variant_a,2023-01-07 08:00:15,purchase_completed
1102837,1415,variant_a,2023-01-07 08:00:37,purchase_started
1064977,4806,variant_b,2023-01-11 11:00:00,page_view
1064977,4806,variant_b,2023-01-11 11:00:21,purchase_completed
1064977,4806,variant_b,2023-01-11 11:00:40,purchase_started
1168572,4864,variant_b,2023-01-23 06:00:00,page_view
1108800,74,variant_b,2023-01-06 06:00:00,page_view
1108800,74,variant_b,2023-01-06 06:00:15,purchase_completed
1108800,74,variant_b,2023-01-06 06:00:30,share_link
1108800,74,variant_b,2023-01-06 06:00:36,purchase_started
1108917,3379,variant_b,2023-01-03 03:00:00,page_view
1108917,3379,variant_b,2023-01-03 03:00:10,purchase_completed
1108917,3379,variant_b,2023-01-03 03:00:40,purchase_started
1177787,2540,variant_b,2023-01-06 20:00:00,page_view
1029539,4609,variant_b,2023-01-17 10:00:00,page_view
1022035,3381,variant_b,2023-01-12 10:00:00,page_view
1022035,3381,variant_b,2023-01-12 10:00:27,purchase_completed
1022035,3381,variant_b,2023-01-12 10:00:34,purchase_started
1003328,277,variant_a,2023-01-10 05:00:00,page_view
1170728,3792,variant_b,2023-01-17 20:00:00,page_view
1188231,1640,variant_a,2023-01-29 14:00:00,page_view
1052903,2272,variant_a,2023-01-18 08:00:00,page_view
1198638,2559,variant_b,2023-01-06 15:00:00,page_view
1153080,1220,variant_b,2023-01-29 09:00:00,page_view
1059463,2669,variant_a,2023-01-09 03:00:00,page_view
1011040,2783,variant_a,2023-01-16 09:00:00,page_view
1011040,2783,variant_a,2023-01-16 09:00:19,purchase_started
1011040,2783,variant_a,2023-01-16 09:00:25,purchase_completed
1173529,4934,variant_a,2023-01-26 13:00:00,page_view
1008651,547,variant_b,2023-01-03 12:00:00,page_view
1008651,547,variant_b,2023-01-03 12:00:16,purchase_started
1008651,547,variant_b,2023-01-03 12:00:22,share_link
1065170,4684,variant_a,2023-01-19 10:00:00,page_view
1065170,4684,variant_a,2023-01-19 10:00:13,download_brochure
1072954,1408,variant_b,2023-01-06 17:00:00,page_view
1039822,1731,variant_b,2023-01-24 09:00:00,page_view
1039822,1731,variant_b,2023-01-24 09:00:11,purchase_started
1133436,2166,variant_a,2023-01-13 21:00:00,page_view
1133436,2166,variant_a,2023-01-13 21:00:28,purchase_completed
1133436,2166,variant_a,2023-01-13 21:00:58,purchase_started
1111804,1830,variant_b,2023-01-29 15:00:00,page_view
1182335,3753,variant_b,2023-01-22 13:00:00,page_view
1182335,3753,variant_b,2023-01-22 13:00:05,purchase_completed
1182335,3753,variant_b,2023-01-22 13:00:24,share_link
1182335,3753,variant_b,2023-01-22 13:00:40,purchase_started
1004531,932,variant_b,2023-01-29 09:00:00,page_view
1004531,932,variant_b,2023-01-29 09:00:27,download_brochure
1190831,1807,variant_b,2023-01-19 04:00:00,page_view
1165252,985,variant_b,2023-01-25 04:00:00,page_view
1146760,4331,variant_b,2023-01-19 16:00:00,page_view
1115559,4039,variant_b,2023-01-01 22:00:00,page_view
1129418,568,variant_b,2023-01-20 14:00:00,page_view
1129418,568,variant_b,2023-01-20 14:00:28,purchase_started
1044442,2355,variant_a,2023-01-01 06:00:00,page_view
1171931,1093,variant_a,2023-01-04 09:00:00,page_view
1099793,4453,variant_b,2023-01-20 11:00:00,page_view
1093731,1406,variant_b,2023-01-03 08:00:00,page_view
1197582,1549,variant_a,2023-01-22 14:00:00,page_view
1099778,3923,variant_b,2023-01-09 14:00:00,page_view
1025841,1181,variant_b,2023-01-25 10:00:00,page_view
1164213,4131,variant_b,2023-01-22 12:00:00,page_view
1164213,4131,variant_b,2023-01-22 12:00:16,purchase_started
1103810,497,variant_a,2023-01-03 21:00:00,page_view
1199014,4158,variant_a,2023-01-16 15:00:00,page_view
1104739,4744,variant_b,2023-01-13 09:00:00,page_view
1010670,1991,variant_a,2023-01-04 12:00:00,page_view
1131872,1199,variant_b,2023-01-14 07:00:00,page_view
1154031,4635,variant_a,2023-01-13 09:00:00,page_view
1037145,2451,variant_a,2023-01-13 08:00:00,page_view
1078671,3431,variant_a,2023-01-06 15:00:00,page_view
1078671,3431,variant_a,2023-01-06 15:00:25,purchase_started
1041984,3821,variant_b,2023-01-13 07:00:00,page_view
1180369,267,variant_a,2023-01-13 13:00:00,page_view
1015147,2846,variant_b,2023-01-13 15:00:00,page_view
1083052,735,variant_a,2023-01-04 10:00:00,page_view
1083052,735,variant_a,2023-01-04 10:00:24,purchase_started
1021495,2696,variant_a,2023-01-30 05:00:00,page_view
