user_id,variant,country,device,age_group
335,variant_b,Germany,tablet,25-34
336,variant_b,Iceland,desktop,35-44
337,variant_b,Germany,tablet,25-34
338,variant_a,Germany,tablet,45-54
339,variant_a,Iceland,desktop,45-54
340,variant_b,Germany,mobile,18-24
341,variant_a,UK,desktop,18-24
342,variant_a,Iceland,desktop,35-44
343,variant_a,Iceland,tablet,35-44
344,variant_b,Iceland,desktop,35-44
345,variant_b,Iceland,desktop,25-34
346,variant_b,Germany,desktop,45-54
347,variant_a,Iceland,tablet,25-34
348,variant_b,France,desktop,25-34
349,variant_b,Iceland,desktop,18-24
350,variant_b,Germany,mobile,45-54
351,variant_b,Iceland,tablet,55+
352,variant_a,UK,mobile,35-44
353,variant_a,Germany,desktop,55+
354,variant_a,Iceland,desktop,55+
355,variant_a,Iceland,desktop,45-54
356,variant_a,Iceland,desktop,25-34
357,variant_a,Iceland,mobile,18-24
358,variant_a,UK,desktop,18-24
359,variant_a,Iceland,mobile,18-24
360,variant_b,UK,desktop,35-44
361,variant_a,Iceland,desktop,18-24
362,variant_a,UK,mobile,45-54
363,variant_b,Iceland,mobile,45-54
364,variant_a,UK,mobile,18-24
365,variant_b,Iceland,mobile,35-44
366,variant_a,Iceland,mobile,18-24
367,variant_b,Germany,desktop,55+
368,variant_a,UK,desktop,25-34
369,variant_b,UK,mobile,25-34
370,variant_b,Iceland,desktop,25-34
371,variant_b,Iceland,desktop,35-44
372,variant_b,Germany,desktop,25-34
373,variant_b,France,desktop,18-24
374,variant_b,Iceland,desktop,25-34
375,variant_b,France,mobile,35-44
376,variant_b,UK,desktop,45-54
377,variant_b,France,desktop,35-44
378,variant_a,Germany,desktop,55+
379,variant_b,UK,desktop,18-24
380,variant_a,Iceland,desktop,18-24
381,variant_b,Germany,desktop,25-34
382,variant_b,France,desktop,25-34
383,variant_b,Germany,desktop,18-24
384,variant_b,UK,desktop,25-34
385,variant_a,France,tablet,18-24
386,variant_b,Germany,mobile,55+
387,variant_b,Iceland,desktop,45-54
388,variant_b,France,mobile,45-54
389,variant_a,Iceland,desktop,35-44
390,variant_a,UK,mobile,18-24
391,variant_b,UK,desktop,25-34
392,variant_a,Iceland,mobile,55+
393,variant_a,Iceland,desktop,25-34
394,variant_b,UK,desktop,35-44
395,variant_a,Iceland,mobile,35-44
396,variant_b,France,desktop,25-34
397,variant_a,UK,mobile,55+
398,variant_a,Germany,desktop,35-44
399,variant_b,UK,desktop,45-54
400,variant_a,Germany,desktop,45-54
401,variant_b,Iceland,mobile,25-34
402,variant_a,UK,tablet,45-54
403,variant_a,France,desktop,18-24
404,variant_b,UK,mobile,35-44
405,variant_a,UK,desktop,45-54
406,variant_a,Iceland,mobile,35-44
407,variant_b,Iceland,tablet,55+
408,variant_b,Germany,desktop,25-34
409,variant_b,Iceland,mobile,35-44
410,variant_a,Iceland,desktop,35-44
411,variant_b,Germany,desktop,45-54
412,variant_a,France,desktop,55+
413,variant_a,Germany,desktop,25-34
414,variant_b,Iceland,desktop,35-44
415,variant_a,UK,desktop,18-24
416,variant_b,Iceland,mobile,35-44
417,variant_a,Iceland,desktop,25-34
418,variant_a,Iceland,desktop,45-54
419,variant_b,France,desktop,18-24
420,variant_b,Iceland,mobile,18-24
421,variant_b,UK,tablet,35-44
422,variant_b,Germany,desktop,25-34
423,variant_b,Iceland,desktop,35-44
424,variant_a,UK,desktop,45-54
425,variant_a,UK,desktop,25-34
426,variant_a,France,desktop,25-34
427,variant_a,Iceland,desktop,18-24
428,variant_b,Germany,desktop,35-44
429,variant_a,UK,mobile,18-24
430,variant_b,Iceland,tablet,45-54
431,variant_a,Germany,desktop,25-34
432,variant_b,UK,desktop,35-44
433,variant_b,Germany,tablet,35-44
434,variant_a,Iceland,desktop,35-44
435,variant_b,France,tablet,35-44
436,variant_b,Germany,desktop,25-34
437,variant_a,UK,mobile,25-34
438,variant_b,Iceland,tablet,25-34
439,variant_a,Germany,desktop,18-24
440,variant_b,UK,tablet,45-54
441,variant_b,UK,desktop,25-34
442,variant_a,UK,desktop,35-44
443,variant_a,Iceland,mobile,25-34
444,variant_b,UK,desktop,18-24
445,variant_a,Iceland,desktop,45-54
446,variant_a,France,mobile,35-44
447,variant_a,Iceland,tablet,25-34
448,variant_b,Germany,mobile,25-34
449,variant_a,Iceland,desktop,55+
450,variant_b,Iceland,mobile,35-44
451,variant_a,UK,mobile,45-54
452,variant_a,Iceland,desktop,45-54
453,variant_a,UK,desktop,18-24
454,variant_b,UK,desktop,35-44
455,variant_a,France,tablet,45-54
456,variant_a,Germany,desktop,45-54
457,variant_a,France,mobile,25-34
458,variant_a,UK,desktop,55+
459,variant_b,Iceland,tablet,55+
460,variant_a,Iceland,desktop,45-54
461,variant_a,Iceland,tablet,18-24
462,variant_b,Germany,desktop,25-34
463,variant_b,Iceland,mobile,45-54
464,variant_a,Germany,desktop,45-54
465,variant_b,Iceland,desktop,25-34
466,variant_b,Germany,desktop,18-24
467,variant_a,UK,mobile,25-34
468,variant_b,France,desktop,45-54
469,variant_b,Germany,mobile,25-34
470,variant_b,France,desktop,25-34
471,variant_b,UK,mobile,35-44
472,variant_a,Iceland,tablet,45-54
473,variant_a,Iceland,desktop,55+
474,variant_a,Germany,mobile,55+
475,variant_a,France,desktop,35-44
476,variant_b,UK,desktop,35-44
477,variant_a,Iceland,tablet,25-34
478,variant_b,Germany,desktop,25-34
479,variant_b,Iceland,desktop,25-34
480,variant_a,Iceland,tablet,35-44
481,variant_b,Germany,desktop,18-24
482,variant_b,Iceland,desktop,35-44
483,variant_a,France,desktop,25-34
484,variant_a,UK,desktop,25-34
485,variant_a,UK,desktop,25-34
486,variant_b,Iceland,mobile,18-24
487,variant_b,Iceland,desktop,35-44
488,variant_a,UK,desktop,25-34
489,variant_a,Iceland,desktop,18-24
490,variant_a,Iceland,desktop,25-34
491,variant_a,Iceland,desktop,18-24
492,variant_a,Iceland,mobile,35-44
493,variant_a,Iceland,mobile,35-44
494,variant_a,Iceland,mobile,25-34
495,variant_a,Germany,desktop,35-44
496,variant_b,UK,desktop,45-54
497,variant_a,UK,tablet,35-44
498,variant_a,Germany,desktop,35-44
499,variant_b,UK,desktop,18-24
500,variant_b,Germany,desktop,25-34
501,variant_a,UK,desktop,18-24
502,variant_a,Iceland,desktop,45-54
503,variant_a,Iceland,desktop,25-34
504,variant_a,France,desktop,18-24
505,variant_a,UK,mobile,35-44
506,variant_a,UK,mobile,18-24
507,variant_a,France,mobile,18-24
508,variant_a,Germany,mobile,25-34
509,variant_b,UK,tablet,25-34
510,variant_b,Iceland,desktop,25-34
511,variant_a,Germany,mobile,35-44
512,variant_b,Iceland,tablet,55+
513,variant_b,Iceland,desktop,25-34
514,variant_a,UK,desktop,45-54
515,variant_b,UK,desktop,25-34
516,variant_a,Iceland,desktop,45-54
517,variant_a,Iceland,desktop,18-24
518,variant_b,Iceland,desktop,18-24
519,variant_a,Iceland,desktop,18-24
520,variant_b,France,desktop,35-44
521,variant_b,Iceland,mobile,18-24
522,variant_a,Iceland,mobile,55+
523,variant_b,Germany,desktop,25-34
524,variant_b,Iceland,desktop,45-54
525,variant_b,France,desktop,45-54
526,variant_a,UK,desktop,25-34
527,variant_b,France,desktop,18-24
528,variant_a,Iceland,desktop,18-24
529,variant_a,UK,desktop,25-34
530,variant_b,Iceland,desktop,25-34
531,variant_a,UK,mobile,25-34
532,variant_b,Iceland,mobile,55+
533,variant_a,Iceland,desktop,35-44
534,variant_a,Germany,desktop,35-44
535,variant_b,Iceland,mobile,18-24
536,variant_b,Iceland,desktop,25-34
537,variant_b,France,mobile,18-24
538,variant_b,Iceland,mobile,25-34
539,variant_a,Germany,desktop,35-44
540,variant_a,France,tablet,35-44
541,variant_a,Iceland,desktop,55+
542,variant_b,Germany,desktop,25-34
543,variant_b,Germany,desktop,18-24
544,variant_a,UK,mobile,25-34
545,variant_b,Iceland,desktop,45-54
546,variant_b,UK,tablet,18-24
547,variant_b,UK,desktop,25-34
548,variant_a,Iceland,desktop,25-34
549,variant_a,Germany,tablet,25-34
550,variant_b,Iceland,desktop,35-44
551,variant_a,Iceland,tablet,35-44
552,variant_b,UK,desktop,18-24
553,variant_a,Iceland,mobile,35-44
554,variant_b,Iceland,desktop,35-44
555,variant_a,UK,desktop,25-34
556,variant_b,UK,desktop,25-34
557,variant_b,UK,desktop,55+
558,variant_a,Germany,desktop,18-24
559,variant_b,UK,mobile,35-44
560,variant_a,Iceland,mobile,55+
561,variant_b,Iceland,mobile,18-24
562,variant_b,UK,desktop,35-44
563,variant_a,Germany,desktop,18-24
564,variant_a,Iceland,desktop,35-44
565,variant_a,Germany,desktop,55+
566,variant_a,France,mobile,18-24
567,variant_a,Germany,mobile,25-34
568,variant_b,Germany,desktop,25-34
569,variant_a,UK,desktop,25-34
570,variant_b,Iceland,mobile,45-54
571,variant_b,Iceland,desktop,18-24
572,variant_b,Iceland,desktop,35-44
573,variant_b,France,desktop,35-44
574,variant_a,UK,desktop,55+
575,variant_b,France,desktop,25-34
576,variant_b,UK,tablet,35-44
577,variant_a,Iceland,mobile,35-44
578,variant_a,UK,mobile,35-44
579,variant_a,Iceland,mobile,25-34
580,variant_b,Germany,desktop,25-34
581,variant_a,Iceland,tablet,25-34
582,variant_a,Germany,desktop,35-44
583,variant_a,France,tablet,45-54
584,variant_b,Iceland,desktop,45-54
585,variant_a,France,desktop,18-24
586,variant_b,Iceland,desktop,25-34
587,variant_a,France,desktop,45-54
588,variant_b,UK,desktop,45-54
589,variant_b,Germany,desktop,18-24
590,variant_a,Germany,desktop,18-24
591,variant_b,UK,desktop,45-54
592,variant_b,Germany,desktop,45-54
593,variant_a,Iceland,desktop,45-54
594,variant_b,Iceland,mobile,25-34
595,variant_a,France,desktop,25-34
596,variant_a,Iceland,desktop,45-54
597,variant_a,UK,desktop,18-24
598,variant_a,Iceland,desktop,55+
599,variant_b,UK,mobile,25-34
600,variant_b,Iceland,mobile,35-44
601,variant_b,UK,tablet,35-44
602,variant_a,Iceland,mobile,25-34
603,variant_a,Iceland,desktop,25-34
604,variant_a,Iceland,desktop,18-24
605,variant_a,Iceland,desktop,25-34
606,variant_b,Iceland,mobile,18-24
607,variant_b,Iceland,desktop,55+
608,variant_b,Iceland,desktop,55+
609,variant_a,France,mobile,18-24
610,variant_b,UK,mobile,35-44
611,variant_b,Iceland,desktop,25-34
612,variant_a,Germany,mobile,25-34
613,variant_b,Germany,desktop,25-34
614,variant_a,Germany,mobile,25-34
615,variant_b,Iceland,desktop,45-54
616,variant_a,Germany,tablet,45-54
617,variant_b,Germany,desktop,35-44
618,variant_a,UK,desktop,18-24
619,variant_b,Iceland,mobile,35-44
620,variant_b,France,desktop,45-54
621,variant_a,Iceland,desktop,55+
622,variant_a,Iceland,desktop,35-44
623,variant_b,Iceland,desktop,35-44
624,variant_a,Iceland,desktop,18-24
625,variant_b,UK,tablet,55+
626,variant_a,Iceland,desktop,18-24
627,variant_a,Iceland,tablet,45-54
628,variant_b,Iceland,desktop,45-54
629,variant_a,Germany,mobile,25-34
630,variant_b,Germany,desktop,35-44
631,variant_a,Iceland,desktop,25-34
632,variant_b,Germany,mobile,25-34
633,variant_a,France,desktop,55+
634,variant_a,Germany,mobile,35-44
635,variant_a,France,desktop,45-54
636,variant_b,Iceland,desktop,25-34
637,variant_b,Iceland,desktop,18-24
638,variant_b,Germany,mobile,25-34
639,variant_b,France,mobile,25-34
640,variant_b,UK,mobile,25-34
641,variant_a,UK,desktop,18-24
642,variant_a,UK,mobile,25-34
643,variant_a,Iceland,desktop,18-24
644,variant_b,UK,desktop,55+
645,variant_b,Iceland,mobile,18-24
646,variant_b,Iceland,desktop,45-54
647,variant_a,Iceland,desktop,18-24
648,variant_a,Germany,mobile,18-24
649,variant_b,UK,desktop,45-54
650,variant_b,Iceland,desktop,18-24
651,variant_b,UK,desktop,45-54
652,variant_a,UK,desktop,18-24
653,variant_a,Iceland,desktop,45-54
654,variant_b,Germany,mobile,35-44
655,variant_a,Iceland,mobile,35-44
656,variant_a,UK,mobile,35-44
657,variant_b,Iceland,desktop,35-44
658,variant_b,Iceland,desktop,18-24
659,variant_b,France,desktop,45-54
660,variant_b,UK,mobile,55+
661,variant_b,UK,mobile,18-24
662,variant_a,UK,desktop,18-24
663,variant_a,UK,tablet,18-24
664,variant_a,Iceland,mobile,18-24
665,variant_b,France,mobile,18-24
666,variant_b,France,mobile,35-44
667,variant_a,Germany,mobile,55+
668,variant_a,UK,desktop,35-44
669,variant_b,France,mobile,25-34
670,variant_a,UK,mobile,18-24
671,variant_b,UK,desktop,18-24
672,variant_b,France,tablet,35-44
673,variant_a,Germany,desktop,35-44
674,variant_b,Iceland,desktop,55+
675,variant_b,Iceland,desktop,55+
676,variant_b,Iceland,mobile,55+
677,variant_b,Germany,desktop,25-34
678,variant_a,Iceland,mobile,35-44
679,variant_b,Germany,desktop,35-44
680,variant_b,France,desktop,18-24
681,variant_b,Iceland,desktop,45-54
682,variant_a,France,desktop,25-34
683,variant_a,Iceland,mobile,25-34
684,variant_a,Germany,desktop,25-34
685,variant_a,Germany,mobile,45-54
686,variant_a,UK,desktop,35-44
687,variant_b,France,desktop,55+
688,variant_a,Iceland,desktop,35-44
689,variant_b,Germany,mobile,35-44
690,variant_a,Iceland,desktop,35-44
691,variant_b,UK,desktop,25-34
692,variant_b,UK,mobile,35-44
693,variant_b,UK,desktop,45-54
694,variant_a,France,mobile,55+
695,variant_a,UK,mobile,25-34
696,variant_a,France,desktop,18-24
697,variant_b,UK,desktop,35-44
698,variant_b,Iceland,mobile,55+
699,variant_a,Iceland,desktop,18-24
700,variant_a,France,mobile,35-44
701,variant_b,Germany,tablet,25-34
702,variant_b,Iceland,mobile,25-34
703,variant_b,Iceland,tablet,55+
704,variant_a,Germany,desktop,55+
705,variant_b,Germany,desktop,55+
706,variant_a,UK,desktop,25-34
707,variant_a,France,tablet,25-34
708,variant_b,UK,desktop,35-44
709,variant_a,Iceland,desktop,45-54
710,variant_a,UK,desktop,25-34
711,variant_a,Germany,desktop,35-44
712,variant_b,Iceland,desktop,25-34
713,variant_b,Iceland,desktop,25-34
714,variant_a,France,tablet,25-34
715,variant_b,UK,mobile,25-34
716,variant_a,Iceland,tablet,35-44
717,variant_a,Germany,tablet,35-44
718,variant_a,UK,desktop,18-24
719,variant_b,Iceland,desktop,35-44
720,variant_b,Germany,desktop,25-34
721,variant_a,Iceland,mobile,25-34
722,variant_a,Iceland,mobile,45-54
723,variant_a,Germany,desktop,35-44
724,variant_b,Iceland,mobile,25-34
725,variant_b,Germany,desktop,25-34
726,variant_a,Iceland,desktop,35-44
727,variant_a,Germany,mobile,35-44
728,variant_b,Iceland,mobile,18-24
729,variant_a,Iceland,mobile,35-44
730,variant_a,Iceland,desktop,25-34
731,variant_a,UK,desktop,35-44
732,variant_b,Iceland,desktop,35-44
733,variant_a,Germany,tablet,25-34
734,variant_a,Iceland,desktop,55+
735,variant_a,Germany,desktop,18-24
736,variant_a,Iceland,mobile,25-34
737,variant_b,France,mobile,35-44
738,variant_a,UK,mobile,25-34
739,variant_a,Germany,desktop,55+
740,variant_a,Iceland,desktop,45-54
741,variant_a,UK,desktop,25-34
742,variant_b,UK,desktop,45-54
743,variant_b,Iceland,mobile,35-44
